movieId,imdbId,title,genres,genresV
96,tt0113403,In the Bleak Midwinter (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
97,tt0113247,"Hate (Haine, La) (1995)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
100,tt0115907,City Hall (1996),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
101,tt0115734,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0
102,tt0117102,Mr. Wrong (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
103,tt0118040,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
104,tt0116483,Happy Gilmore (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
105,tt0112579,"Bridges of Madison County, The (1995)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
107,tt0117110,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|1|0|0
108,tt0112646,Catwalk (1996),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
110,tt0112573,Braveheart (1995),Action|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
111,tt0075314,Taxi Driver (1976),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
112,tt0113326,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|0|0
113,tt0115645,Before and After (1996),Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
114,tt0113774,Margaret's Museum (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
115,tt0112556,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
116,tt0112373,Anne Frank Remembered (1995),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
117,tt0115033,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
118,tt0116606,If Lucy Fell (1996),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
121,tt0106473,"Boys of St. Vincent, The (1992)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
122,tt0103859,Boomerang (1992),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
123,tt0109424,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
124,tt0114808,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
125,tt0116324,Flirting With Disaster (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
126,tt0110647,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0
129,tt0114131,Pie in the Sky (1996),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
131,tt0113107,Frankie Starlight (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
132,tt0113451,Jade (1995),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
135,tt0116130,Down Periscope (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
137,tt0113756,Man of the Year (1995),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
138,tt0113952,"Neon Bible, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
140,tt0118055,Up Close and Personal (1996),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
141,tt0115685,"Birdcage, The (1996)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
144,tt0112585,"Brothers McMullen, The (1995)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
145,tt0112442,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|0|1|0
146,tt0112342,"Amazing Panda Adventure, The (1995)",Adventure|Children,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
147,tt0112461,"Basketball Diaries, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
149,tt0109093,Amateur (1994),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
150,tt0112384,Apollo 13 (1995),Adventure|Drama|IMAX,0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
151,tt0114287,Rob Roy (1995),Action|Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
152,tt0112288,"Addiction, The (1995)",Drama|Horror,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
153,tt0112462,Batman Forever (1995),Action|Adventure|Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|0|0
154,tt0061395,Beauty of the Day (Belle de jour) (1967),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
155,tt0112495,Beyond Rangoon (1995),Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0
156,tt0112541,Blue in the Face (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
157,tt0109370,Canadian Bacon (1995),Comedy|War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
158,tt0112642,Casper (1995),Adventure|Children,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
159,tt0112688,Clockers (1995),Crime|Drama|Mystery,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
160,tt0112715,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
161,tt0112740,Crimson Tide (1995),Drama|Thriller|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0
162,tt0109508,Crumb (1994),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
163,tt0112851,Desperado (1995),Action|Romance|Western,0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
164,tt0112857,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
165,tt0112864,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
166,tt0112887,"Doom Generation, The (1995)",Comedy|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
168,tt0113071,First Knight (1995),Action|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
169,tt0113114,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0
170,tt0113243,Hackers (1995),Action|Adventure|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|0
171,tt0113464,Jeffrey (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
172,tt0113481,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
173,tt0113492,Judge Dredd (1995),Action|Crime|Sci-Fi,0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
174,tt0113500,Jury Duty (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
175,tt0113540,Kids (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
176,tt0113677,Living in Oblivion (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
177,tt0113690,Lord of Illusions (1995),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
178,tt0107447,Love & Human Remains (1993),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
179,tt0113729,Mad Love (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
180,tt0113749,Mallrats (1995),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
181,tt0113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
182,tt0113851,Moonlight and Valentino (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
183,tt0110604,Mute Witness (1994),Comedy|Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
184,tt0110620,Nadja (1994),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
185,tt0113957,"Net, The (1995)",Action|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
186,tt0113986,Nine Months (1995),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
187,tt0114095,Party Girl (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
188,tt0114194,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
190,tt0114323,Safe (1995),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
191,tt0114345,"Scarlet Letter, The (1995)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
193,tt0114436,Showgirls (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
194,tt0114478,Smoke (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
195,tt0114496,Something to Talk About (1995),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
196,tt0114508,Species (1995),Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
198,tt0114558,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1|0|0|1|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
199,tt0058450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
200,tt0114666,"Tie That Binds, The (1995)",Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
201,tt0114663,Three Wishes (1995),Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
202,tt0114702,Total Eclipse (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
203,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
204,tt0114781,Under Siege 2: Dark Territory (1995),Action,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
205,tt0114798,Unstrung Heroes (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
206,tt0114805,Unzipped (1995),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
207,tt0114887,"Walk in the Clouds, A (1995)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
208,tt0114898,Waterworld (1995),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
209,tt0114928,White Man's Burden (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
210,tt0114938,Wild Bill (1995),Western,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
211,tt0109340,"Browning Version, The (1994)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
212,tt0112602,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0
213,tt0111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
214,tt0110882,Before the Rain (Pred dozhdot) (1994),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
215,tt0112471,Before Sunrise (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
216,tt0112508,Billy Madison (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
217,tt0112438,"Babysitter, The (1995)",Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
218,tt0112571,Boys on the Side (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
219,tt0112757,"Cure, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
220,tt0112643,Castle Freak (1995),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
222,tt0112679,Circle of Friends (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
223,tt0109445,Clerks (1994),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
224,tt0112883,Don Juan DeMarco (1995),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
225,tt0109635,Disclosure (1994),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
226,tt0112899,Dream Man (1995),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
