movie_id,size,mean
158,0.2067901235,2.9485294118
159,0.0432098765,3.5666666667
160,0.1543209877,2.7254901961
161,0.3271604938,3.8224299065
162,0.0648148148,3.7954545455
163,0.1882716049,3.3709677419
164,0.0586419753,3.475
165,0.4598765432,3.5
166,0.0154320988,2.8333333333
168,0.1574074074,3.0961538462
169,0.0462962963,2.4375
170,0.1080246914,2.9583333333
171,0.0030864198,2.75
172,0.1975308642,2.4538461539
173,0.2160493827,2.6408450704
174,0.0154320988,2.25
175,0.0802469136,3.4259259259
176,0.024691358,4.1111111111
177,0.0216049383,3.375
178,0.0061728395,4
179,0.012345679,3
180,0.1265432099,3.4523809524
181,0.0185185185,1
182,0.0154320988,3
183,0.0030864198,3
184,0.0030864198,3.5
185,0.3209876543,3.1142857143
186,0.1327160494,3.0113636364
187,0.012345679,3.2
188,0.0339506173,3.25
190,0.0061728395,3
191,0.0216049383,2.625
193,0.0925925926,2.0322580645
194,0.0802469136,3.9814814815
195,0.037037037,3
196,0.1882716049,2.8951612903
198,0.0895061728,3.3166666667
199,0.0061728395,4
200,0.0030864198,3
201,0,1
202,0.0030864198,3.25
203,0.0648148148,2.8409090909
204,0.1018518519,2.7205882353
205,0.012345679,3
206,0.0061728395,2.3333333333
207,0.0679012346,3.4782608696
208,0.3765432099,2.9349593496
209,0.0061728395,2.3333333333
210,0,3
211,0.0092592593,4.25
212,0.0030864198,1.5
213,0.0277777778,4.4
214,0.0092592593,4.25
215,0.0740740741,4.1
216,0.1141975309,3.2105263158
217,0.012345679,2.8
218,0.0401234568,2.7857142857
219,0,3
220,0,1
222,0.049382716,3.7352941177
223,0.3086419753,3.9801980198
224,0.1111111111,3.1351351351
225,0.1419753086,3.329787234
226,0,5
227,0.0617283951,3.2380952381
228,0,2.5
229,0.0277777778,3.8
230,0.0802469136,3.4259259259
231,0.4567901235,3.0033557047
232,0.0864197531,3.9827586207
233,0.037037037,3.2692307692
234,0.0308641975,2.7272727273
235,0.2191358025,3.5902777778
236,0.1543209877,3.2549019608
237,0.0648148148,3.1363636364
238,0.0030864198,3.5
239,0.024691358,2.9444444444
240,0.0061728395,2.3333333333
241,0.0030864198,3.5
242,0.0185185185,3.2857142857
243,0,1
245,0.0030864198,3
246,0.1080246914,4.0833333333
247,0.1018518519,3.7205882353
248,0.0401234568,2.8928571429
249,0.0740740741,3.84
250,0.0061728395,3.3333333333
251,0.0030864198,2.75
252,0.1049382716,3.4142857143
253,0.3734567901,3.5040983607
254,0.012345679,2.2
255,0,1
256,0.1481481481,2.3775510204
257,0.049382716,3.2352941177
258,0.0185185185,2.9285714286
259,0.0154320988,3.4166666667
260,0.8395061728,4.1886446886
261,0.1635802469,3.5648148148
262,0.0617283951,3.5952380952
263,0.0092592593,3.5
265,0.1759259259,3.8706896552
266,0.225308642,3.6689189189
267,0.0432098765,2.5
268,0.0185185185,3.1428571429
269,0.0030864198,4
270,0,4
271,0.0061728395,3.6666666667
272,0.1049382716,3.6142857143
273,0.1049382716,3.0285714286
274,0.0154320988,3
275,0.012345679,2.2
276,0.0432098765,3.2333333333
277,0.1172839506,3.3333333333
278,0,3
279,0.0154320988,3.5
280,0.0586419753,3.425
281,0.0462962963,3.65625
282,0.1358024691,3.4444444444
283,0.0030864198,3
288,0.3395061728,3.4594594595
289,0.0277777778,3.3
290,0.0740740741,4.24
291,0.012345679,2.8
292,0.3425925926,3.5223214286
293,0.4413580247,4.1284722222
294,0.0092592593,3.5
296,1,4.16
298,0.0030864198,3.25
299,0.0339506173,3.625
300,0.2777777778,3.6043956044
301,0.012345679,4
302,0.0154320988,3.8333333333
303,0.1265432099,3.2976190476
304,0.0061728395,3.3333333333
305,0.0401234568,2.5
306,0.0895061728,3.9166666667
307,0.0833333333,3.9107142857
308,0.0771604938,4.0769230769
309,0.0061728395,4.1666666667
312,0.0030864198,1.5
313,0.012345679,3.4
314,0.0524691358,3.8333333333
315,0.1450617284,2.9375
316,0.4814814815,3.3089171975
317,0.212962963,3.0071428571
318,0.9475308642,4.4545454546
319,0.1018518519,3.5441176471
320,0.0030864198,3.5
321,0.0030864198,4.5
322,0.0277777778,3.8
324,0.0061728395,4.1666666667
325,0.0092592593,2
326,0.0277777778,4.05
327,0.1080246914,2.9444444444
328,0.0277777778,3.15
329,0.3518518519,3.3260869565
330,0.0061728395,3
331,0.0030864198,3
332,0.0277777778,2.4
333,0.1450617284,3.4479166667
334,0.024691358,3.5555555556
335,0.012345679,3.5
336,0.0030864198,3
337,0.2283950617,3.7666666667
338,0.0586419753,2.85
339,0.3086419753,3.5643564356
340,0.012345679,3.6
341,0.0061728395,4.5
342,0.1358024691,3.7888888889
343,0.0092592593,2.75
344,0.5308641975,2.8497109827
345,0.1450617284,3.4791666667
346,0.0216049383,3.25
347,0.0185185185,3.7857142857
348,0.0833333333,3.5178571429
349,0.4104938272,3.6902985075
350,0.1975308642,3.3923076923
351,0.037037037,3.5384615385
352,0,3
353,0.2469135802,3.4382716049
354,0.012345679,3.5
355,0.1604938272,2.358490566
356,0.9567901235,4.1382636656
357,0.3827160494,3.632
358,0.037037037,3.2307692308
360,0.0339506173,2.1666666667
361,0.0833333333,3.2321428571
362,0.0771604938,3.3846153846
363,0.0030864198,3.5
364,0.549382716,3.7709497207
365,0.0308641975,3.0909090909
366,0.0401234568,3.3571428571
367,0.4475308642,3.1130136986
368,0.2592592593,3.5470588235
369,0.0061728395,3.6666666667
370,0.2098765432,2.9782608696
371,0.0648148148,2.8863636364
372,0.0833333333,3.5
373,0.0432098765,4
374,0.0648148148,2.2954545455
375,0,4
376,0.1450617284,3.25
377,0.6049382716,3.5126903553
378,0.0154320988,3
379,0.0864197531,2.7068965517
380,0.5648148148,3.5788043478
381,0.049382716,3.2058823529
382,0.0555555556,3
383,0.0895061728,3.2
384,0.0061728395,3
385,0.0030864198,3.5
386,0.0061728395,4.1666666667
387,0.0185185185,2.6428571429
388,0.0030864198,4
389,0.0030864198,4
390,0.0154320988,3.5833333333
391,0,4
392,0,3
393,0.0432098765,2.1666666667
396,0,0.5
404,0,4
405,0.0709876543,2.1458333333
407,0.0216049383,3.875
408,0.0092592593,3.25
409,0.0030864198,3.5
410,0.2808641975,2.9891304348
412,0.0802469136,3.2592592593
413,0.0802469136,2.537037037
414,0.0154320988,3.1666666667
415,0.0524691358,2.8333333333
416,0.0092592593,2.625
417,0.0401234568,3.3214285714
418,0,5
419,0.0833333333,2.1071428571
420,0.1666666667,2.6090909091
421,0.012345679,3
422,0.0092592593,2.75
423,0.0462962963,3.21875
424,0.0030864198,2.75
425,0.024691358,3.3333333333
426,0.037037037,3.5769230769
427,0.0401234568,2.5
428,0.0462962963,3.75
429,0.0277777778,2
430,0,1
431,0.1296296296,3.9069767442
432,0.1820987654,2.7166666667
433,0,2
434,0.3487654321,3.1140350877
435,0.1975308642,2.5923076923
436,0.024691358,2.7222222222
437,0.024691358,2.4444444444
438,0.0185185185,2.7142857143
439,0,3
440,0.2685185185,3.5056818182
441,0.1141975309,3.5131578947
442,0.2561728395,3.2142857143
443,0.0030864198,3.5
444,0.0092592593,3
445,0.0030864198,4
446,0.0555555556,4.2631578947
447,0,3
448,0.037037037,3.6153846154
449,0.0030864198,4
450,0.024691358,3.0555555556
451,0.0061728395,3.3333333333
452,0.0061728395,3.3333333333
453,0.012345679,3.2
454,0.3549382716,3.5172413793
455,0.1172839506,2.641025641
456,0.0185185185,4.1428571429
457,0.75,3.9303278689
458,0.012345679,3
459,0.0185185185,2.6428571429
460,0.0092592593,2.75
461,0.0154320988,3
463,0.0030864198,2.5
464,0.0679012346,3.2391304348
465,0,5
466,0.2160493827,2.9295774648
467,0.0030864198,3
468,0.0925925926,3.3225806452
469,0.012345679,2.8
470,0.0030864198,1.75
471,0.1450617284,3.6666666667
472,0.012345679,2.6
473,0.0092592593,2.875
474,0.3209876543,3.6952380952
475,0.1450617284,3.7291666667
476,0,3
477,0.0709876543,3.5208333333
479,0.0216049383,2.5625
480,0.9043209877,3.6598639456
481,0.0648148148,3.25
482,0.0216049383,3.5
483,0.0030864198,3.25
485,0.2345679012,2.8831168831
486,0.0030864198,2.5
487,0.0061728395,3
488,0.012345679,3.7
489,0.0339506173,2.4583333333
490,0.0462962963,3.40625
491,0.0709876543,3.5
492,0.0401234568,3.6428571429
493,0.0617283951,3.7142857143
494,0.2037037037,3.3880597015
495,0.0030864198,3
496,0.0030864198,3.5
497,0.2037037037,3.9402985075
498,0.0030864198,2
499,0.0092592593,2.5
500,0.5092592593,3.328313253
501,0.0277777778,3.35
502,0.0339506173,2.5416666667
504,0.024691358,2.6111111111
505,0.0154320988,3
506,0.024691358,4
507,0.0462962963,3.96875
508,0.2685185185,3.7784090909
509,0.2160493827,3.7042253521
510,0.012345679,2.8
511,0.0216049383,3
512,0.0185185185,2.8571428571
513,0.0030864198,2.5
514,0.0740740741,3.46
515,0.1388888889,3.9782608696
516,0.0648148148,2.9772727273
517,0.0679012346,3.152173913
518,0.0185185185,3.2857142857
519,0.0555555556,1.9210526316
520,0.2098765432,3.1014492754
521,0.024691358,3.3888888889
522,0.024691358,3.7777777778
523,0.0154320988,3.8333333333
524,0.0833333333,3.5714285714
525,0.0030864198,3.5
526,0,3
527,0.762345679,4.2963709677
528,0.0154320988,2.8333333333
529,0.1666666667,3.9363636364
531,0.0956790123,3.71875
532,0.0679012346,3.4782608696
533,0.0617283951,3.1904761905
534,0.0617283951,3.6428571429
535,0.0648148148,3.6590909091
536,0.0061728395,3
537,0.049382716,3.3823529412
538,0.0740740741,3.8
539,0.3888888889,3.5236220472
540,0.0617283951,2.5714285714
541,0.4783950617,4.1698717949
542,0.0277777778,2.75
543,0.1759259259,3.1896551724
544,0.037037037,3
545,0,3
546,0.0771604938,1.8076923077
547,0.012345679,2.4
548,0.049382716,2.8529411765
549,0.0339506173,3.7916666667
550,0.0339506173,2.6666666667
551,0.2561728395,3.8333333333
552,0.2067901235,3.0514705882
553,0.2191358025,3.6388888889
554,0,4
555,0.2283950617,4.02
556,0.012345679,3.3
558,0.0154320988,2.75
560,0,3
562,0.0802469136,3.9444444444
563,0.0061728395,3.6666666667
565,0.0216049383,3.25
566,0,2
567,0,5
568,0.0092592593,4
569,0.012345679,2.7
570,0,4
571,0,4
573,0.0030864198,4
574,0.0154320988,3.8333333333
575,0.0401234568,3.5
577,0.0061728395,4.3333333333
580,0.012345679,3
581,0.0154320988,4
583,0,5
585,0.1481481481,2.693877551
586,0.3796296296,3.0322580645
587,0.4351851852,3.3661971831
588,0.5864197531,3.6020942408
589,0.7777777778,3.9604743083
590,0.6172839506,3.7661691542
592,0.6666666667,3.3894009217
593,0.8919753086,4.1948275862
594,0.2191358025,3.8194444444
595,0.4382716049,3.5769230769
596,0.1882716049,3.5806451613
597,0.4537037037,3.4391891892
599,0.0679012346,4.0217391304
600,0,2
601,0.0030864198,4
602,0.0030864198,4.5
603,0.0061728395,2.1666666667
605,0.0524691358,3.5
606,0.0061728395,2.6666666667
608,0.6172839506,4.2711442786
609,0.024691358,3.5555555556
610,0.0802469136,3.1296296296
611,0.0061728395,1.8333333333
612,0.0339506173,3.0416666667
613,0.0185185185,4
614,0,3
615,0.0030864198,3.5
616,0.0864197531,3.3275862069
617,0.0030864198,3.25
618,0,3
619,0.012345679,2.7
621,0.0030864198,3.5
626,0.012345679,3.9
627,0.0308641975,3.6363636364
628,0.1419753086,3.7340425532
630,0.0061728395,3
631,0.0401234568,3.1071428571
632,0.0092592593,4.25
633,0,4
634,0.0092592593,2
635,0.012345679,3.8
637,0.0648148148,2.9090909091
638,0.0030864198,3.25
639,0.0154320988,2.6666666667
640,0.0339506173,3.5
647,0.1419753086,3.6489361702
648,0.5308641975,3.4421965318
649,0,5
650,0.0216049383,3.6875
653,0.212962963,3.1428571429
656,0.0216049383,3.3125
659,0.0030864198,4.25
660,0.0030864198,2.5
661,0.1543209877,3.2549019608
662,0.037037037,3.3461538462
663,0.024691358,3.0555555556
664,0,4
665,0.0061728395,4.1666666667
667,0.0277777778,3
668,0.0092592593,4.5
670,0.0154320988,4.6666666667
671,0.0895061728,3.1
673,0.1450617284,2.7291666667
674,0.0462962963,2.9375
678,0.0462962963,4.28125
679,0,3
680,0.0092592593,3.875
681,0.0061728395,3.6666666667
685,0.0061728395,3.6666666667
688,0.0462962963,1.9375
690,0,3
691,0.012345679,2.4
692,0.0092592593,2.75
694,0.0524691358,3.25
695,0.0061728395,3
697,0.024691358,2.8888888889
700,0.012345679,3.2
702,0.0061728395,4
703,0.0030864198,3
704,0.024691358,3.1666666667
705,0.0061728395,4
706,0.0061728395,4.3333333333
707,0.0679012346,3.152173913
708,0.1790123457,3.5423728814
709,0.0401234568,3.5
710,0.0185185185,3.5714285714
711,0.024691358,2.8888888889
712,0.0030864198,3.5
714,0.0617283951,4.1190476191
715,0.0154320988,3.5
716,0,5
718,0.012345679,2.7
719,0.1265432099,2.8333333333
720,0.1481481481,3.9285714286
722,0.0092592593,4.25
724,0.1543209877,3.0392156863
725,0.0185185185,3.2857142857
726,0.0092592593,3.75
728,0.0462962963,3.59375
731,0.0092592593,2.125
732,0.0030864198,3.5
733,0.4907407407,3.75
735,0.0092592593,3.25
736,0.4320987654,3.1985815603
737,0.0771604938,1.9807692308
741,0.1141975309,4.0263157895
742,0.0308641975,3.3181818182
743,0.1111111111,2.7972972973
745,0.1666666667,4.1636363636
746,0.0030864198,4
747,0.0061728395,1.3333333333
748,0.0679012346,3.2391304348
750,0.3827160494,4.116
753,0.0061728395,3.6666666667
754,0.0030864198,2.5
755,0.0030864198,4
757,0,4
759,0,4
760,0.0185185185,3.6428571429
761,0.0709876543,3.1666666667
762,0.1512345679,2.46
764,0.0061728395,3
765,0.0555555556,3.6315789474
766,0.0277777778,3.4
767,0.0061728395,3.6666666667
769,0,4
778,0.3487654321,4.0087719298
779,0.0061728395,4
780,0.6296296296,3.3707317073
781,0.0339506173,3.9583333333
782,0.0462962963,2.84375
783,0.1635802469,3.1759259259
784,0.1975308642,2.7846153846
785,0.1975308642,3.0461538462
786,0.2561728395,3.1845238095
788,0.2654320988,3.1379310345
798,0.0709876543,2.8541666667
799,0.1080246914,3.4166666667
800,0.1049382716,4.1714285714
801,0.0092592593,3.5
802,0.2191358025,3.5347222222
803,0.0030864198,3.25
804,0.0308641975,3.1818181818
805,0.1944444444,3.8046875
806,0.0092592593,3.5
807,0,2
808,0.0154320988,3.6666666667
809,0.0308641975,2.8181818182
810,0.0308641975,2.6363636364
813,0.0030864198,3
818,0.049382716,2.4705882353
823,0,4.5
824,0.0030864198,3.5
827,0,4
828,0.0154320988,3.3333333333
829,0.024691358,3.3333333333
830,0.0709876543,2.9791666667
831,0,5
832,0.25,3.4024390244
833,0.0277777778,2.95
834,0,4
835,0.0185185185,3
836,0.0709876543,3.0208333333
837,0.0802469136,3.2222222222
838,0.0987654321,3.7727272727
839,0.0617283951,3.0476190476
840,0.0092592593,3.125
841,0.0092592593,3.75
842,0.0401234568,3.3571428571
844,0.0061728395,3.6666666667
846,0,3
848,0.0308641975,3.7272727273
849,0.1111111111,2.5
850,0.0092592593,3.375
851,0.0308641975,3.4545454546
852,0.1574074074,3.3173076923
854,0.0061728395,4
858,0.6450617284,4.3928571429
861,0.0277777778,4
862,0.0092592593,3.75
865,0.0030864198,3
866,0.0987654321,3.8787878788
867,0.0030864198,1.5
868,0,4
869,0.0030864198,2
870,0.0154320988,3
875,0.0030864198,2.5
876,0.0061728395,4
879,0.0308641975,3.3181818182
880,0.1111111111,2.6486486487
881,0.0061728395,4.1666666667
882,0.0185185185,2.7142857143
885,0.0092592593,3.125
886,0.0432098765,2.7
888,0.0061728395,2.5
890,0,3
891,0.0308641975,2.7272727273
892,0.0216049383,3.625
893,0.0061728395,3.3333333333
896,0.0154320988,3.5
897,0.012345679,4.2
898,0.0802469136,3.8518518519
899,0.1481481481,4.112244898
900,0.0555555556,3.6842105263
901,0.0216049383,3.8125
902,0.1234567901,3.9390243902
903,0.1790123457,4.1694915254
904,0.225308642,4.3310810811
905,0.0648148148,4.1136363636
906,0.0277777778,3.9
907,0.0092592593,4.125
908,0.2222222222,4.2739726027
909,0.0771604938,3.9038461539
910,0.1234567901,4.0975609756
911,0.049382716,3.8235294118
912,0.3827160494,4.236
913,0.1882716049,4.1693548387
914,0.1512345679,4.17
915,0.0555555556,4.0789473684
916,0.0802469136,4.037037037
917,0.0216049383,4.0625
918,0.037037037,3.6153846154
919,0.3395061728,4.0900900901
920,0.2098765432,3.9565217391
921,0.0401234568,4
922,0.0864197531,4.224137931
923,0.2345679012,4.3961038961
924,0.3858024691,3.9603174603
926,0.0802469136,4.2037037037
927,0.0154320988,4.0833333333
928,0.0679012346,4.1739130435
929,0.0185185185,3.7142857143
930,0.0524691358,4.3055555556
931,0.0339506173,4.0833333333
932,0.0401234568,4.0714285714
933,0.0771604938,4.1346153846
934,0.0709876543,3.1875
935,0.012345679,4
936,0.0216049383,4.125
937,0.0092592593,3.625
938,0.024691358,3.8333333333
939,0,4
940,0.0709876543,4
941,0.0061728395,3.3333333333
942,0.0339506173,4.0416666667
943,0.0339506173,3.875
944,0.0185185185,3.7857142857
945,0.037037037,4.3076923077
946,0.0339506173,4.1666666667
947,0.0154320988,3.8333333333
948,0.0432098765,4.1
949,0.0401234568,4.0714285714
950,0.0555555556,3.9736842105
951,0.049382716,3.8823529412
952,0.0432098765,3.5333333333
953,0.1728395062,3.9649122807
954,0.0833333333,3.8928571429
955,0.049382716,4.0294117647
956,0.0030864198,3.5
957,0.0030864198,3.25
958,0,2
959,0.0030864198,4
960,0,2.5
961,0.0030864198,4
963,0,4
964,0.0030864198,3.5
965,0.0679012346,4.1086956522
966,0,4
967,0.0030864198,2
968,0.1111111111,3.9189189189
969,0.1728395062,3.9649122807
970,0.0030864198,3.75
971,0.0524691358,4.0277777778
972,0.0061728395,3
973,0.012345679,3.7
974,0,3
976,0.012345679,3.2
979,0,3
980,0,3
981,0,2
982,0.0061728395,3.8333333333
986,0.049382716,3.5588235294
987,0.0061728395,2.6666666667
988,0,3
990,0.024691358,3.1111111111
991,0.0555555556,3.8421052632
993,0.0030864198,3.5
994,0.0740740741,3.96
996,0.0925925926,3.2419354839
997,0.0030864198,4
998,0.024691358,3.4444444444
999,0.0740740741,3.54
1000,0.0061728395,4.3333333333
1003,0.0308641975,3.1363636364
1004,0.0216049383,2.8125
1005,0.0216049383,2.9375
1006,0.0154320988,3.4166666667
1007,0.024691358,2.8888888889
1008,0.0092592593,3.125
1009,0.0308641975,3.4090909091
1010,0.024691358,2.8333333333
1011,0.0154320988,2.5
1012,0.0339506173,3.1666666667
1013,0.0401234568,3.5357142857
1014,0.0154320988,4.1666666667
1015,0.0432098765,3.6
1016,0.0185185185,3.0714285714
1017,0.0432098765,3.3333333333
1018,0.0092592593,3.375
1019,0.0709876543,3.6458333333
1020,0.0987654321,3.5
1021,0.037037037,3.0769230769
1022,0.1172839506,3.5384615385
1023,0.0339506173,3.875
1024,0.0154320988,3.75
1025,0.0555555556,3.4473684211
1027,0.1172839506,3.1923076923
1028,0.1635802469,3.962962963
1029,0.1203703704,3.425
1030,0.0432098765,3.0333333333
1031,0.0524691358,3.3888888889
1032,0.1172839506,3.9230769231
1033,0.0648148148,3.4090909091
1034,0.0185185185,3.2857142857
1035,0.1759259259,3.9655172414
1036,0.5061728395,3.9181818182
1037,0.1111111111,2.8918918919
1038,0,4
1040,0.0061728395,3.5
1041,0.0833333333,4.0892857143
1042,0.1111111111,3.472972973
1043,0.0092592593,3.5
1044,0.0092592593,3
1046,0.012345679,3.9
1047,0.1635802469,3.3425925926
1049,0.0987654321,3.4393939394
1050,0.0277777778,3.75
1051,0.0154320988,3.4166666667
1053,0,3
1054,0.0216049383,3.625
1056,0.0185185185,3.5
1057,0.0432098765,3.7
1058,0,4
1059,0.1450617284,3.5416666667
1060,0.1327160494,3.7272727273
1061,0.1265432099,3.7380952381
1063,0.0030864198,2.5
1064,0.0401234568,3.25
1066,0.0185185185,4.3571428571
1067,0,4
1068,0.0061728395,4
1069,0.012345679,3.9
1070,0,3.5
1071,0,3
1073,0.4166666667,3.7867647059
1076,0.0061728395,3.3333333333
1077,0.1141975309,3.8421052632
1078,0.0401234568,3.8571428571
1079,0.3117283951,3.9460784314
1080,0.3148148148,3.8106796117
1081,0.0586419753,3.625
1082,0.0432098765,3.6333333333
1083,0.0154320988,3.3333333333
1084,0.1358024691,3.9666666667
1085,0.0154320988,3.6666666667
1086,0.0833333333,4.0535714286
1087,0.0030864198,4.5
1088,0.1697530864,3.4196428571
1089,0.4012345679,4.1106870229
1090,0.2530864198,3.9156626506
1091,0.0771604938,3.1346153846
1092,0.1481481481,3.2755102041
1093,0.0956790123,3.171875
1094,0.1944444444,3.828125
1095,0.0833333333,4.0535714286
1096,0.0462962963,4.03125
1097,0.4783950617,3.8205128205
1099,0.0216049383,3.8125
1100,0.0864197531,2.724137931
1101,0.3055555556,3.425
1103,0.0802469136,4.0555555556
1104,0.0956790123,4.171875
1105,0.0154320988,3.3333333333
1111,0.0308641975,4
1112,0.0092592593,3.5
1113,0.0185185185,3.5714285714
1114,0.012345679,3.4
1116,0,2.5
1117,0,3
1119,0,4
1120,0.1234567901,3.7804878049
1121,0,4
1123,0.0061728395,4
1124,0.0740740741,3.7
1125,0.0864197531,3.0862068966
1126,0.0555555556,3
1127,0.2777777778,3.6813186813
1128,0.0185185185,3.6428571429
1129,0.1419753086,3.3617021277
1130,0.0216049383,3.625
1131,0.0648148148,4.1590909091
1132,0.0648148148,4.2272727273
1133,0,3
1135,0.0432098765,3.2666666667
1136,0.4722222222,4.301948052
1145,0,4
1147,0.0401234568,3.7142857143
1148,0.2345679012,4.1688311688
1150,0.0339506173,4.0833333333
1152,0,3
1153,0,4
1154,0.0030864198,4
1156,0,2.5
1161,0.0216049383,3.625
1162,0.012345679,4
1167,0.0185185185,2.9285714286
1168,0,2
1169,0.0092592593,4.5
1170,0.0030864198,2.5
1171,0.0339506173,3.9166666667
1172,0.1111111111,4.4594594595
1173,0.0586419753,3.525
1175,0.1327160494,4.0227272727
1176,0.0216049383,3.4375
1177,0.024691358,3.4444444444
1178,0.0555555556,4.5
1179,0.0833333333,3.6071428571
1180,0.0061728395,3.6666666667
1183,0.2407407407,3.7088607595
1184,0.0092592593,3.5
1185,0.0679012346,3.8913043478
1186,0.0987654321,3.7121212121
1187,0.0216049383,3.875
1188,0.1141975309,4.1315789474
1189,0.0308641975,4.1363636364
1190,0.0308641975,3.5
1191,0.0277777778,2.75
1192,0.0061728395,4.1666666667
1193,0.4382716049,4.2727272727
1194,0.024691358,3.2777777778
1196,0.700617284,4.2280701754
1197,0.524691358,4.1637426901
1198,0.6882716049,4.2120535714
1199,0.2222222222,4.0479452055
1200,0.4814814815,4.1464968153
1201,0.2469135802,3.962962963
1202,0.0185185185,3.4285714286
1203,0.1913580247,4.1825396825
1204,0.1820987654,4.1666666667
1206,0.4104938272,3.8656716418
1207,0.212962963,4.2
1208,0.3456790123,4.0265486726
1209,0.0679012346,4.2608695652
1210,0.6820987654,4.0315315315
1211,0.0462962963,3.84375
1212,0.1080246914,4.2916666667
1213,0.4135802469,4.2592592593
1214,0.4783950617,4.0641025641
1215,0.2067901235,3.4705882353
1216,0.0308641975,4.2272727273
1217,0.0925925926,4.4032258065
1218,0.0586419753,4.25
1219,0.262345679,4.1860465116
1220,0.3024691358,3.8434343434
1221,0.4290123457,4.2607142857
1222,0.3395061728,4.1261261261
1223,0.1265432099,4.1785714286
1224,0.0648148148,4.2727272727
1225,0.2962962963,4.087628866
1226,0.0401234568,3.6785714286
1227,0.0432098765,3.9333333333
1228,0.1203703704,3.9625
1230,0.2067901235,4.2058823529
1231,0.1049382716,3.9
1232,0.0277777778,3.85
1233,0.237654321,4.1025641026
1234,0.2345679012,4.2077922078
1235,0.0987654321,4.2878787879
1236,0.0092592593,4.25
1237,0.0802469136,4.0185185185
1238,0.0339506173,3.75
