movieId,imdbId,title,genres,genresV
60,113419,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0
61,116260,Eye for an Eye (1996),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
62,113862,Mr. Holland's Opus (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
63,116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
64,118002,Two if by Sea (1996),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
65,115683,Bio-Dome (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
66,116839,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
68,113149,French Twist (Gazon maudit) (1995),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
69,113118,Friday (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
70,116367,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0
71,113010,Fair Game (1995),Action,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
72,113537,Kicking and Screaming (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
73,113828,"Misérables, Les (1995)",Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
74,115644,Bed of Roses (1996),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
75,115676,Big Bully (1996),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
76,114367,Screamers (1995),Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
78,112744,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
79,116731,"Juror, The (1996)",Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
80,112445,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
81,114660,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
82,112379,Antonia's Line (Antonia) (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
83,114039,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
84,113612,Last Summer in the Hamptons (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
85,112365,Angels and Insects (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
86,118158,White Squall (1996),Action|Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
87,116151,Dunston Checks In (1996),Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
88,115697,Black Sheep (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
89,113972,Nick of Time (1995),Action|Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
90,113490,"Journey of August King, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
92,117002,Mary Reilly (1996),Drama|Horror|Thriller,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
93,114825,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
94,115639,Beautiful Girls (1996),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
95,115759,Broken Arrow (1996),Action|Adventure|Thriller,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
96,113403,In the Bleak Midwinter (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
97,113247,"Hate (Haine, La) (1995)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
100,115907,City Hall (1996),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
101,115734,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0
102,117102,Mr. Wrong (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
103,118040,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
104,116483,Happy Gilmore (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
105,112579,"Bridges of Madison County, The (1995)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
107,117110,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|1|0|0
108,112646,Catwalk (1996),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
110,112573,Braveheart (1995),Action|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
111,75314,Taxi Driver (1976),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
112,113326,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|0|0
113,115645,Before and After (1996),Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
114,113774,Margaret's Museum (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
115,112556,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
116,112373,Anne Frank Remembered (1995),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
117,115033,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
118,116606,If Lucy Fell (1996),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
121,106473,"Boys of St. Vincent, The (1992)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
122,103859,Boomerang (1992),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
123,109424,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
124,114808,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
125,116324,Flirting With Disaster (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
126,110647,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0
129,114131,Pie in the Sky (1996),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
131,113107,Frankie Starlight (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
132,113451,Jade (1995),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
135,116130,Down Periscope (1996),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
137,113756,Man of the Year (1995),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
138,113952,"Neon Bible, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
140,118055,Up Close and Personal (1996),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
141,115685,"Birdcage, The (1996)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
144,112585,"Brothers McMullen, The (1995)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
145,112442,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|0|1|0
146,112342,"Amazing Panda Adventure, The (1995)",Adventure|Children,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
147,112461,"Basketball Diaries, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
149,109093,Amateur (1994),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
150,112384,Apollo 13 (1995),Adventure|Drama|IMAX,0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
151,114287,Rob Roy (1995),Action|Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
152,112288,"Addiction, The (1995)",Drama|Horror,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
153,112462,Batman Forever (1995),Action|Adventure|Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|0|0
154,61395,Beauty of the Day (Belle de jour) (1967),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
155,112495,Beyond Rangoon (1995),Adventure|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0
156,112541,Blue in the Face (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
157,109370,Canadian Bacon (1995),Comedy|War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
158,112642,Casper (1995),Adventure|Children,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
159,112688,Clockers (1995),Crime|Drama|Mystery,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
160,112715,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
161,112740,Crimson Tide (1995),Drama|Thriller|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0
162,109508,Crumb (1994),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
163,112851,Desperado (1995),Action|Romance|Western,0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
164,112857,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
165,112864,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
166,112887,"Doom Generation, The (1995)",Comedy|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
168,113071,First Knight (1995),Action|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
169,113114,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0
170,113243,Hackers (1995),Action|Adventure|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|0
171,113464,Jeffrey (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
172,113481,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
173,113492,Judge Dredd (1995),Action|Crime|Sci-Fi,0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
174,113500,Jury Duty (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
175,113540,Kids (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
176,113677,Living in Oblivion (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
177,113690,Lord of Illusions (1995),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
178,107447,Love & Human Remains (1993),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
179,113729,Mad Love (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
180,113749,Mallrats (1995),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
181,113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
182,113851,Moonlight and Valentino (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
183,110604,Mute Witness (1994),Comedy|Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
184,110620,Nadja (1994),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
185,113957,"Net, The (1995)",Action|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
186,113986,Nine Months (1995),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
187,114095,Party Girl (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
188,114194,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
190,114323,Safe (1995),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
191,114345,"Scarlet Letter, The (1995)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
193,114436,Showgirls (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
194,114478,Smoke (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
195,114496,Something to Talk About (1995),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
196,114508,Species (1995),Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
198,114558,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1|0|0|1|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
199,58450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
200,114666,"Tie That Binds, The (1995)",Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
201,114663,Three Wishes (1995),Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
202,114702,Total Eclipse (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
203,114682,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
204,114781,Under Siege 2: Dark Territory (1995),Action,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
205,114798,Unstrung Heroes (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
206,114805,Unzipped (1995),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
207,114887,"Walk in the Clouds, A (1995)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
208,114898,Waterworld (1995),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
209,114928,White Man's Burden (1995),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
210,114938,Wild Bill (1995),Western,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
211,109340,"Browning Version, The (1994)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
212,112602,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0
213,111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
214,110882,Before the Rain (Pred dozhdot) (1994),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
215,112471,Before Sunrise (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
216,112508,Billy Madison (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
217,112438,"Babysitter, The (1995)",Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
218,112571,Boys on the Side (1995),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
219,112757,"Cure, The (1995)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
220,112643,Castle Freak (1995),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
222,112679,Circle of Friends (1995),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
223,109445,Clerks (1994),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
224,112883,Don Juan DeMarco (1995),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
225,109635,Disclosure (1994),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
226,112899,Dream Man (1995),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
227,109676,Drop Zone (1994),Action|Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
228,112854,Destiny Turns on the Radio (1995),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
229,109579,Death and the Maiden (1994),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
230,109642,Dolores Claiborne (1995),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
231,109686,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
232,111797,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
233,109759,Exotica (1994),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
234,109758,Exit to Eden (1994),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
235,109707,Ed Wood (1994),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
